date,willow_creek,azotea_tunnel,rio_chama_puente,abiquiu_reach_sideflows,chamita_reach_sideflows,rio_ojo_caliente,lobatos_gauge,rio_pueblo_taos,rio_nambe,rio_jemez,rio_puerco
1975-01-01,1.42064516129032,0.69,41.0,13.0,13.0,13.0,145.0,18.0,1.886428571428572,19.0,0.0
1975-01-02,1.42064516129032,0.69,41.0,13.0,13.0,13.0,150.0,20.0,1.886190476190476,27.0,0.0
1975-01-03,1.42064516129032,0.69,40.0,13.0,13.0,13.0,150.0,18.0,1.9273809523809524,22.0,0.0
1975-01-04,1.42064516129032,0.69,38.0,13.0,13.0,13.0,150.0,17.0,1.9697619047619048,27.0,0.0
1975-01-05,1.42064516129032,0.69,39.0,13.0,13.0,13.0,155.0,18.0,1.9504761904761905,27.0,0.0
1975-01-06,1.42064516129032,0.69,39.0,14.0,14.0,14.0,155.0,20.0,1.9630952380952384,27.0,0.0
1975-01-07,1.42064516129032,0.69,40.0,15.0,15.0,15.0,160.0,22.0,1.9885714285714284,27.0,0.0
1975-01-08,1.42064516129032,0.69,40.0,15.0,15.0,15.0,165.0,23.0,1.967857142857143,27.0,0.0
1975-01-09,1.42064516129032,0.69,42.0,15.0,15.0,15.0,170.0,25.0,1.9023809523809525,27.0,0.0
1975-01-10,1.42064516129032,0.69,40.0,13.0,13.0,13.0,170.0,23.0,1.819761904761905,24.0,0.0
1975-01-11,1.42064516129032,0.69,35.0,13.0,13.0,13.0,175.0,20.0,1.7645238095238096,24.0,0.0
1975-01-12,1.42064516129032,0.69,35.0,13.0,13.0,13.0,175.0,15.0,1.783095238095238,22.0,0.0
1975-01-13,1.42064516129032,0.69,35.0,15.0,15.0,15.0,175.0,18.0,1.8278571428571428,27.0,0.0
1975-01-14,1.42064516129032,0.69,38.0,15.0,15.0,15.0,170.0,20.0,1.830952380952381,27.0,0.0
1975-01-15,1.42064516129032,0.69,40.0,15.0,15.0,15.0,170.0,25.0,1.852857142857143,27.0,0.0
1975-01-16,1.42064516129032,0.69,42.0,15.0,15.0,15.0,170.0,30.0,1.8711904761904763,27.0,0.0
1975-01-17,1.42064516129032,0.69,44.0,15.0,15.0,15.0,175.0,35.0,1.9119047619047616,26.0,0.0
1975-01-18,1.42064516129032,0.69,45.0,15.0,15.0,15.0,175.0,40.0,2.011190476190476,27.0,0.0
1975-01-19,1.42064516129032,0.69,45.0,15.0,15.0,15.0,175.0,38.0,2.1185714285714288,26.0,0.0
1975-01-20,1.42064516129032,0.69,45.0,15.0,15.0,15.0,175.0,35.0,2.137380952380952,25.0,0.0
1975-01-21,1.42064516129032,0.69,45.0,14.0,14.0,14.0,175.0,33.0,2.0916666666666663,25.0,0.0
1975-01-22,1.42064516129032,0.69,42.0,15.0,15.0,15.0,175.0,30.0,2.056666666666666,25.0,0.0
1975-01-23,1.42064516129032,0.69,40.0,14.0,14.0,14.0,175.0,25.0,2.136904761904762,23.0,0.0
1975-01-24,1.42064516129032,0.69,42.0,15.0,15.0,15.0,180.0,28.0,2.0814285714285714,27.0,0.0
1975-01-25,1.42064516129032,0.69,45.0,15.0,15.0,15.0,185.0,30.0,1.944761904761905,26.0,0.0
1975-01-26,1.42064516129032,0.69,48.0,16.0,16.0,16.0,185.0,35.0,1.9602380952380951,26.0,0.0
1975-01-27,1.42064516129032,0.69,50.0,15.0,15.0,15.0,175.0,38.0,2.0045238095238096,26.0,0.0
1975-01-28,1.42064516129032,0.69,55.0,16.0,16.0,16.0,170.0,40.0,2.1085714285714285,26.0,0.0
1975-01-29,1.42064516129032,0.69,50.0,17.0,17.0,17.0,165.0,34.0,2.132142857142857,25.0,3.0
1975-01-30,1.42064516129032,0.69,50.0,19.0,19.0,19.0,180.0,44.0,2.1566666666666667,24.0,3.5
1975-01-31,1.42064516129032,0.69,55.0,20.0,20.0,20.0,210.0,48.0,2.229047619047619,31.0,8.0
1975-02-01,0.954642857142857,0.84,50.0,19.0,19.0,19.0,220.0,36.0,2.3309523809523807,29.0,12.0
1975-02-02,0.954642857142857,0.84,45.0,17.0,17.0,17.0,225.0,31.0,2.3795238095238096,25.0,11.0
1975-02-03,0.954642857142857,0.84,43.0,17.0,17.0,17.0,240.0,27.0,2.3914285714285715,27.0,11.0
1975-02-04,0.954642857142857,0.84,45.0,17.0,17.0,17.0,245.0,28.0,2.43,29.0,10.0
1975-02-05,0.954642857142857,0.84,50.0,19.0,19.0,19.0,245.0,28.0,2.413333333333333,30.0,10.0
1975-02-06,0.954642857142857,0.84,48.0,18.0,18.0,18.0,235.0,25.0,2.4916666666666667,22.0,7.6
1975-02-07,0.954642857142857,0.84,50.0,19.0,19.0,19.0,235.0,28.0,2.5559523809523808,25.0,5.3
1975-02-08,0.954642857142857,0.84,52.0,20.0,20.0,20.0,235.0,32.0,2.57,31.0,3.8
1975-02-09,0.954642857142857,0.84,54.0,21.0,21.0,21.0,235.0,33.0,2.5392857142857146,29.0,2.7
1975-02-10,0.954642857142857,0.84,55.0,22.0,22.0,22.0,235.0,34.0,2.5559523809523808,30.0,1.9
1975-02-11,0.954642857142857,0.84,53.0,21.0,21.0,21.0,235.0,31.0,2.573095238095238,27.0,0.8
1975-02-12,0.954642857142857,0.84,50.0,19.0,19.0,19.0,240.0,28.0,2.5757142857142856,24.0,0.0
1975-02-13,0.954642857142857,0.84,50.0,20.0,20.0,20.0,245.0,30.0,2.578333333333333,28.0,0.0
1975-02-14,0.954642857142857,0.84,52.0,21.0,21.0,21.0,250.0,31.0,2.5795238095238098,32.0,0.0
1975-02-15,0.954642857142857,0.84,50.0,21.0,21.0,21.0,250.0,28.0,2.6347619047619046,33.0,0.0
1975-02-16,0.954642857142857,0.84,50.0,21.0,21.0,21.0,255.0,28.0,2.662619047619048,32.0,0.0
1975-02-17,0.954642857142857,0.84,48.0,20.0,20.0,20.0,255.0,28.0,2.721904761904762,33.0,0.0
1975-02-18,0.954642857142857,0.84,48.0,20.0,20.0,20.0,250.0,27.0,2.785952380952381,33.0,0.0
1975-02-19,0.954642857142857,0.84,45.0,19.0,19.0,19.0,260.0,26.0,2.836904761904762,28.0,0.0
1975-02-20,0.954642857142857,0.84,48.0,19.0,19.0,19.0,260.0,27.0,2.867380952380952,30.0,0.0
1975-02-21,0.954642857142857,0.84,50.0,21.0,21.0,21.0,255.0,27.0,2.8695238095238094,36.0,0.0
1975-02-22,0.954642857142857,0.84,50.0,19.0,19.0,19.0,220.0,23.0,2.9385714285714286,33.0,0.0
1975-02-23,0.954642857142857,0.84,45.0,18.0,18.0,18.0,210.0,23.0,2.9185714285714286,24.0,1.0
1975-02-24,0.954642857142857,0.84,48.0,20.0,20.0,20.0,255.0,26.0,2.998333333333333,30.0,0.5
1975-02-25,0.954642857142857,0.84,50.0,21.0,21.0,21.0,265.0,32.0,3.00547619047619,33.0,0.2
1975-02-26,0.954642857142857,0.84,52.0,23.0,23.0,23.0,260.0,35.0,3.040238095238095,34.0,0.1
1975-02-27,0.954642857142857,0.84,54.0,21.0,21.0,21.0,260.0,36.0,3.0942857142857143,32.0,0.0
1975-02-28,0.954642857142857,0.84,56.0,23.0,23.0,23.0,270.0,40.0,3.0985714285714283,35.0,0.0
1975-03-01,18.2561290322581,0.84,58.0,26.0,26.0,26.0,280.0,41.0,2.961190476190476,37.0,0.0
1975-03-02,18.2561290322581,0.84,62.0,37.0,37.0,37.0,300.0,43.0,2.9369047619047617,42.0,327.0
1975-03-03,18.2561290322581,0.84,65.0,46.0,46.0,46.0,315.0,41.0,2.833333333333333,47.0,562.0
1975-03-04,18.2561290322581,0.84,65.0,40.0,40.0,40.0,300.0,36.0,3.0490476190476192,44.0,614.0
1975-03-05,18.2561290322581,0.84,70.0,38.0,38.0,38.0,315.0,36.0,3.84952380952381,45.0,170.0
1975-03-06,18.2561290322581,0.99,75.0,44.0,44.0,44.0,375.0,43.0,4.108333333333333,50.0,88.0
1975-03-07,18.2561290322581,0.99,75.0,37.0,37.0,37.0,380.0,38.0,4.200714285714286,50.0,51.0
1975-03-08,18.2561290322581,0.99,80.0,37.0,37.0,37.0,390.0,35.0,3.940952380952381,59.0,42.0
1975-03-09,18.2561290322581,0.99,85.0,48.0,48.0,48.0,455.0,63.0,4.099523809523809,92.0,36.0
1975-03-10,18.2561290322581,0.99,90.0,52.0,52.0,52.0,440.0,44.0,4.28547619047619,72.0,30.0
1975-03-11,18.2561290322581,0.99,80.0,42.0,42.0,42.0,490.0,44.0,4.339047619047619,61.0,41.0
1975-03-12,18.2561290322581,0.99,70.0,38.0,38.0,38.0,450.0,43.0,4.609761904761905,52.0,53.0
1975-03-13,18.2561290322581,0.99,68.0,35.0,35.0,35.0,435.0,40.0,5.586190476190477,54.0,15.0
1975-03-14,18.2561290322581,1.2,72.0,32.0,32.0,32.0,430.0,35.0,5.601428571428571,46.0,12.0
1975-03-15,18.2561290322581,1.2,76.0,36.0,36.0,36.0,395.0,35.0,6.03547619047619,57.0,10.0
1975-03-16,18.2561290322581,1.2,73.0,34.0,34.0,34.0,390.0,34.0,6.26047619047619,48.0,8.5
1975-03-17,18.2561290322581,1.2,72.0,36.0,36.0,36.0,385.0,28.0,6.348809523809523,57.0,7.0
1975-03-18,18.2561290322581,1.2,66.0,33.0,33.0,33.0,380.0,27.0,6.506904761904762,47.0,6.0
1975-03-19,18.2561290322581,1.3,73.0,36.0,36.0,36.0,380.0,27.0,6.704761904761905,55.0,5.0
1975-03-20,18.2561290322581,1.5,92.0,48.0,48.0,48.0,390.0,28.0,6.683571428571428,74.0,3.5
1975-03-21,18.2561290322581,6.7,123.0,73.0,73.0,73.0,420.0,31.0,6.531428571428571,91.0,2.5
1975-03-22,18.2561290322581,5.4,115.0,69.0,69.0,69.0,450.0,30.0,6.795952380952381,96.0,1.6
1975-03-23,18.2561290322581,2.4,97.0,50.0,50.0,50.0,472.0,29.0,6.883809523809524,87.0,0.6
1975-03-24,18.2561290322581,0.99,87.0,38.0,38.0,38.0,440.0,26.0,7.133333333333334,66.0,0.0
1975-03-25,18.2561290322581,0.99,109.0,44.0,44.0,44.0,420.0,29.0,7.541428571428572,78.0,0.0
1975-03-26,18.2561290322581,1.9,124.0,59.0,59.0,59.0,410.0,31.0,7.888571428571429,98.0,0.0
1975-03-27,18.2561290322581,0.99,101.0,53.0,53.0,53.0,430.0,32.0,8.614285714285714,76.0,0.0
1975-03-28,18.2561290322581,0.99,91.0,40.0,40.0,40.0,450.0,29.0,9.308333333333334,61.0,0.0
1975-03-29,18.2561290322581,0.99,82.0,40.0,40.0,40.0,390.0,32.0,9.448333333333332,78.0,0.0
1975-03-30,18.2561290322581,0.99,83.0,34.0,34.0,34.0,380.0,32.0,9.19047619047619,62.0,0.0
1975-03-31,18.2561290322581,0.99,85.0,38.0,38.0,38.0,370.0,33.0,9.306190476190476,66.0,0.0
1975-04-01,356.5,0.84,89.0,41.0,41.0,41.0,370.0,33.0,9.63404761904762,73.0,0.0
1975-04-02,356.5,0.84,81.0,36.0,36.0,36.0,365.0,31.0,9.685476190476187,60.0,0.0
1975-04-03,356.5,0.84,85.0,34.0,34.0,34.0,360.0,32.0,9.733571428571429,58.0,0.0
1975-04-04,356.5,0.84,137.0,42.0,42.0,42.0,345.0,32.0,9.912380952380952,74.0,0.0
1975-04-05,356.5,0.84,235.0,93.0,93.0,93.0,360.0,33.0,9.775,100.0,0.0
1975-04-06,356.5,25.0,343.0,169.0,169.0,169.0,380.0,36.0,10.18,134.0,0.0
1975-04-07,356.5,84.0,346.0,209.0,209.0,209.0,430.0,45.0,10.298095238095238,163.0,0.0
1975-04-08,356.5,45.0,229.0,93.0,93.0,93.0,484.0,41.0,11.014761904761905,132.0,0.0
1975-04-09,356.5,31.0,198.0,74.0,74.0,74.0,514.0,42.0,11.69690476190476,119.0,0.0
1975-04-10,356.5,27.0,208.0,67.0,67.0,67.0,484.0,40.0,12.61095238095238,118.0,0.0
1975-04-11,356.5,27.0,271.0,67.0,67.0,67.0,466.0,40.0,12.394523809523813,112.0,0.0
1975-04-12,356.5,27.0,260.0,66.0,66.0,66.0,435.0,39.0,13.092857142857142,110.0,0.0
1975-04-13,356.5,22.0,210.0,65.0,65.0,65.0,415.0,40.0,12.893571428571429,96.0,0.0
1975-04-14,356.5,19.0,202.0,61.0,61.0,61.0,405.0,40.0,13.501190476190477,106.0,0.0
1975-04-15,356.5,35.0,294.0,87.0,87.0,87.0,395.0,37.0,14.78547619047619,126.0,0.0
1975-04-16,356.5,108.0,501.0,236.0,236.0,236.0,390.0,34.0,15.693333333333332,201.0,0.0
1975-04-17,356.5,149.0,633.0,296.0,296.0,296.0,405.0,48.0,15.845476190476193,385.0,0.0
1975-04-18,356.5,109.0,538.0,259.0,259.0,259.0,445.0,71.0,17.372619047619047,417.0,2.5
1975-04-19,356.5,66.0,337.0,159.0,159.0,159.0,484.0,60.0,18.276904761904763,325.0,2.0
1975-04-20,356.5,113.0,382.0,193.0,193.0,193.0,472.0,50.0,18.21809523809524,363.0,1.5
1975-04-21,356.5,233.0,642.0,299.0,299.0,299.0,430.0,55.0,18.748809523809523,496.0,1.0
1975-04-22,356.5,386.0,941.0,428.0,428.0,428.0,450.0,76.0,18.906666666666663,827.0,0.5
1975-04-23,356.5,450.0,1060.0,502.0,502.0,502.0,478.0,98.0,18.986904761904764,1130.0,0.0
1975-04-24,356.5,497.0,1080.0,495.0,495.0,495.0,514.0,110.0,19.691190476190474,1350.0,0.0
1975-04-25,356.5,661.0,1390.0,598.0,598.0,598.0,526.0,122.0,19.94047619047619,1600.0,0.0
1975-04-26,356.5,682.0,1570.0,674.0,674.0,674.0,615.0,151.0,20.23261904761905,1710.0,0.0
1975-04-27,356.5,488.0,1210.0,540.0,540.0,540.0,808.0,137.0,20.385,1190.0,0.0
1975-04-28,356.5,302.0,739.0,321.0,321.0,321.0,664.0,106.0,20.72452380952381,678.0,12.0
1975-04-29,356.5,237.0,591.0,318.0,318.0,318.0,508.0,86.0,22.422619047619047,701.0,23.0
1975-04-30,356.5,234.0,510.0,254.0,254.0,254.0,390.0,72.0,22.533571428571427,667.0,30.0
1975-05-01,723.838709677419,254.0,646.0,307.0,307.0,307.0,320.0,69.0,23.825714285714284,807.0,24.0
1975-05-02,723.838709677419,242.0,723.0,317.0,317.0,317.0,286.0,66.0,24.309047619047615,803.0,15.0
1975-05-03,723.838709677419,304.0,946.0,427.0,427.0,427.0,335.0,65.0,24.140714285714285,741.0,5.0
1975-05-04,723.838709677419,511.0,1300.0,516.0,516.0,516.0,478.0,77.0,25.52380952380953,763.0,3.0
1975-05-05,723.838709677419,501.0,1390.0,579.0,579.0,579.0,568.0,103.0,25.428571428571427,752.0,1.0
1975-05-06,723.838709677419,272.0,831.0,392.0,392.0,392.0,608.0,117.0,25.435714285714283,571.0,0.0
1975-05-07,723.838709677419,193.0,667.0,294.0,294.0,294.0,425.0,117.0,26.60238095238095,486.0,0.0
1975-05-08,723.838709677419,223.0,792.0,330.0,330.0,330.0,445.0,105.0,27.007142857142856,465.0,5.2
1975-05-09,723.838709677419,394.0,1260.0,475.0,475.0,475.0,430.0,110.0,28.01666666666667,491.0,38.0
1975-05-10,723.838709677419,627.0,1650.0,608.0,608.0,608.0,460.0,118.0,27.97428571428572,520.0,8.7
1975-05-11,723.838709677419,762.0,2220.0,847.0,847.0,847.0,538.0,161.0,27.580714285714286,554.0,7.0
1975-05-12,723.838709677419,795.0,2620.0,1010.0,1010.0,1010.0,699.0,250.0,27.942619047619047,568.0,6.0
1975-05-13,723.838709677419,888.0,2760.0,1050.0,1050.0,1050.0,925.0,280.0,28.34,590.0,5.0
1975-05-14,723.838709677419,899.0,3150.0,1070.0,1070.0,1070.0,1240.0,274.0,28.89095238095238,599.0,12.0
1975-05-15,723.838709677419,891.0,3670.0,1150.0,1150.0,1150.0,1550.0,299.0,29.80333333333333,624.0,34.0
1975-05-16,723.838709677419,959.0,3530.0,1040.0,1040.0,1040.0,1840.0,330.0,30.96071428571428,629.0,52.0
1975-05-17,723.838709677419,952.0,3920.0,972.0,972.0,972.0,1970.0,318.0,31.68,620.0,60.0
1975-05-18,723.838709677419,968.0,4260.0,912.0,912.0,912.0,2140.0,292.0,32.23761904761905,595.0,68.0
1975-05-19,723.838709677419,974.0,4020.0,802.0,802.0,802.0,2150.0,281.0,34.36619047619048,525.0,78.0
1975-05-20,723.838709677419,990.0,3870.0,756.0,756.0,756.0,2000.0,273.0,35.55452380952381,466.0,74.0
1975-05-21,723.838709677419,962.0,3860.0,736.0,736.0,736.0,1920.0,264.0,36.61833333333333,447.0,70.0
1975-05-22,723.838709677419,883.0,3750.0,656.0,656.0,656.0,1820.0,263.0,37.53738095238095,416.0,55.0
1975-05-23,723.838709677419,698.0,2610.0,426.0,426.0,426.0,1820.0,245.0,39.08619047619048,375.0,53.0
1975-05-24,723.838709677419,620.0,2440.0,359.0,359.0,359.0,1610.0,189.0,40.43642857142857,328.0,56.0
1975-05-25,723.838709677419,825.0,3140.0,435.0,435.0,435.0,1240.0,157.0,41.43476190476191,318.0,42.0
1975-05-26,723.838709677419,926.0,3280.0,433.0,433.0,433.0,1220.0,151.0,41.74666666666666,315.0,27.0
1975-05-27,723.838709677419,961.0,3380.0,425.0,425.0,425.0,1580.0,164.0,41.93619047619048,315.0,15.0
1975-05-28,723.838709677419,942.0,3020.0,385.0,385.0,385.0,1860.0,176.0,41.87976190476191,321.0,12.0
1975-05-29,723.838709677419,747.0,2240.0,287.0,287.0,287.0,1930.0,176.0,41.96547619047619,336.0,12.0
1975-05-30,723.838709677419,589.0,1860.0,219.0,219.0,219.0,1780.0,161.0,41.78714285714285,322.0,16.0
1975-05-31,723.838709677419,580.0,1920.0,215.0,215.0,215.0,1530.0,132.0,42.10785714285714,280.0,24.0
1975-06-01,922.733333333333,673.0,2080.0,212.0,212.0,212.0,1290.0,115.0,42.875238095238096,243.0,26.0
1975-06-02,922.733333333333,874.0,2350.0,217.0,217.0,217.0,1370.0,107.0,42.75928571428572,239.0,15.0
1975-06-03,922.733333333333,954.0,2470.0,213.0,213.0,213.0,1440.0,109.0,41.58404761904762,241.0,7.3
1975-06-04,922.733333333333,950.0,2410.0,191.0,191.0,191.0,1560.0,115.0,41.47976190476191,236.0,4.1
1975-06-05,922.733333333333,973.0,2270.0,172.0,172.0,172.0,1610.0,116.0,41.65809523809524,227.0,1.5
1975-06-06,922.733333333333,976.0,2140.0,142.0,142.0,142.0,1740.0,133.0,41.136428571428574,211.0,2.6
1975-06-07,922.733333333333,960.0,1950.0,124.0,124.0,124.0,1900.0,138.0,40.82380952380952,184.0,7.8
1975-06-08,922.733333333333,952.0,1770.0,106.0,106.0,106.0,1910.0,134.0,41.68523809523809,165.0,13.0
1975-06-09,922.733333333333,985.0,1740.0,101.0,101.0,101.0,1470.0,126.0,43.44261904761905,156.0,12.0
1975-06-10,922.733333333333,968.0,1700.0,110.0,110.0,110.0,1200.0,144.0,41.19261904761905,152.0,20.0
1975-06-11,922.733333333333,858.0,1280.0,98.0,98.0,98.0,1650.0,128.0,40.195,141.0,17.0
1975-06-12,922.733333333333,844.0,1120.0,69.0,69.0,69.0,2080.0,116.0,39.20214285714286,118.0,17.0
1975-06-13,922.733333333333,920.0,1070.0,65.0,65.0,65.0,2220.0,104.0,38.44761904761905,106.0,14.0
1975-06-14,922.733333333333,959.0,1080.0,61.0,61.0,61.0,2140.0,99.0,37.40928571428572,100.0,13.0
1975-06-15,922.733333333333,960.0,1070.0,56.0,56.0,56.0,2260.0,100.0,36.60952380952381,97.0,6.4
1975-06-16,922.733333333333,946.0,1070.0,54.0,54.0,54.0,2380.0,103.0,36.06928571428572,91.0,2.6
1975-06-17,922.733333333333,967.0,1030.0,50.0,50.0,50.0,2390.0,102.0,35.34785714285714,87.0,1.1
1975-06-18,922.733333333333,978.0,946.0,48.0,48.0,48.0,2400.0,95.0,34.692142857142855,78.0,0.0
1975-06-19,922.733333333333,894.0,1170.0,44.0,44.0,44.0,2140.0,90.0,33.45857142857143,76.0,0.0
1975-06-20,922.733333333333,801.0,854.0,43.0,43.0,43.0,1750.0,82.0,33.355714285714285,78.0,0.0
1975-06-21,922.733333333333,726.0,756.0,41.0,41.0,41.0,1530.0,70.0,33.31238095238095,68.0,0.0
1975-06-22,922.733333333333,750.0,669.0,36.0,36.0,36.0,1430.0,65.0,32.70333333333333,65.0,0.0
1975-06-23,922.733333333333,795.0,623.0,31.0,31.0,31.0,1370.0,58.0,31.535476190476192,65.0,0.0
1975-06-24,922.733333333333,907.0,602.0,28.0,28.0,28.0,1640.0,52.0,30.570476190476192,53.0,0.0
1975-06-25,922.733333333333,959.0,612.0,23.0,23.0,23.0,1750.0,50.0,30.05190476190476,41.0,0.0
1975-06-26,922.733333333333,950.0,567.0,18.0,18.0,18.0,1740.0,45.0,29.587380952380958,37.0,0.0
1975-06-27,922.733333333333,922.0,517.0,16.0,16.0,16.0,1670.0,40.0,29.13547619047619,33.0,0.0
1975-06-28,922.733333333333,922.0,472.0,15.0,15.0,15.0,1550.0,39.0,27.277380952380955,34.0,0.0
1975-06-29,922.733333333333,915.0,446.0,12.0,12.0,12.0,1210.0,34.0,26.11119047619048,30.0,0.0
1975-06-30,922.733333333333,880.0,418.0,8.3,8.3,8.3,1180.0,28.0,24.55119047619048,30.0,0.0
1975-07-01,546.774193548387,897.0,399.0,7.4,7.4,7.4,1350.0,26.0,22.874285714285715,30.0,0.0
1975-07-02,546.774193548387,879.0,390.0,8.0,8.0,8.0,1430.0,25.0,21.519761904761907,29.0,0.0
1975-07-03,546.774193548387,769.0,446.0,10.0,10.0,10.0,1540.0,27.0,21.303809523809523,35.0,0.0
1975-07-04,546.774193548387,799.0,413.0,9.6,9.6,9.6,1620.0,32.0,21.933333333333334,36.0,0.0
1975-07-05,546.774193548387,790.0,392.0,9.2,9.2,9.2,1530.0,30.0,21.02785714285714,40.0,0.0
1975-07-06,546.774193548387,775.0,374.0,8.8,8.8,8.8,1350.0,28.0,21.11523809523809,41.0,0.0
1975-07-07,546.774193548387,717.0,336.0,7.9,7.9,7.9,1380.0,25.0,22.225238095238097,39.0,0.0
1975-07-08,546.774193548387,702.0,310.0,7.5,7.5,7.5,1340.0,23.0,21.647857142857145,36.0,0.0
1975-07-09,546.774193548387,682.0,360.0,7.5,7.5,7.5,1260.0,27.0,20.82,37.0,0.0
1975-07-10,546.774193548387,637.0,391.0,9.4,9.4,9.4,1340.0,28.0,21.206904761904763,46.0,1.9
1975-07-11,546.774193548387,765.0,439.0,12.0,12.0,12.0,1540.0,35.0,21.32452380952381,72.0,3.2
1975-07-12,546.774193548387,837.0,572.0,34.0,34.0,34.0,1620.0,37.0,20.99738095238095,75.0,250.0
1975-07-13,546.774193548387,885.0,525.0,32.0,32.0,32.0,1680.0,31.0,19.94738095238095,76.0,84.0
1975-07-14,546.774193548387,699.0,393.0,45.0,45.0,45.0,1670.0,32.0,19.046666666666667,75.0,885.0
1975-07-15,546.774193548387,533.0,369.0,38.0,38.0,38.0,1610.0,33.0,18.56309523809524,71.0,119.0
1975-07-16,546.774193548387,519.0,355.0,29.0,29.0,29.0,1530.0,30.0,18.65142857142857,63.0,88.0
1975-07-17,546.774193548387,511.0,405.0,27.0,27.0,27.0,1300.0,29.0,17.867619047619048,48.0,47.0
1975-07-18,546.774193548387,415.0,304.0,26.0,26.0,26.0,1250.0,28.0,17.797857142857143,50.0,40.0
1975-07-19,546.774193548387,348.0,275.0,18.0,18.0,18.0,1230.0,24.0,17.590238095238096,42.0,48.0
1975-07-20,546.774193548387,331.0,248.0,14.0,14.0,14.0,979.0,22.0,17.864761904761906,36.0,32.0
1975-07-21,546.774193548387,559.0,417.0,14.0,14.0,14.0,840.0,22.0,17.693571428571428,37.0,63.0
1975-07-22,546.774193548387,392.0,265.0,14.0,14.0,14.0,961.0,23.0,17.22642857142857,35.0,41.0
1975-07-23,546.774193548387,300.0,229.0,12.0,12.0,12.0,1040.0,21.0,15.821190476190475,38.0,125.0
1975-07-24,546.774193548387,260.0,199.0,14.0,14.0,14.0,840.0,20.0,14.454285714285716,33.0,19.0
1975-07-25,546.774193548387,279.0,187.0,48.0,48.0,48.0,705.0,19.0,14.14809523809524,34.0,6.1
1975-07-26,546.774193548387,246.0,182.0,23.0,23.0,23.0,760.0,19.0,14.141428571428571,40.0,3.5
1975-07-27,546.774193548387,204.0,146.0,15.0,15.0,15.0,768.0,17.0,13.526904761904762,37.0,124.0
1975-07-28,546.774193548387,176.0,134.0,14.0,14.0,14.0,636.0,16.0,13.611428571428572,34.0,116.0
1975-07-29,546.774193548387,208.0,120.0,13.0,13.0,13.0,574.0,15.0,13.642142857142858,32.0,41.0
1975-07-30,546.774193548387,390.0,157.0,12.0,12.0,12.0,622.0,15.0,14.30309523809524,32.0,20.0
1975-07-31,546.774193548387,322.0,127.0,9.3,9.3,9.3,643.0,12.0,14.711190476190476,29.0,12.0
1975-08-01,76.4290322580645,226.0,95.0,8.7,8.7,8.7,685.0,12.0,14.131428571428572,27.0,12.0
1975-08-02,76.4290322580645,186.0,82.0,8.5,8.5,8.5,538.0,10.0,13.914761904761905,26.0,26.0
1975-08-03,76.4290322580645,149.0,71.0,8.9,8.9,8.9,496.0,7.9,14.951904761904762,25.0,13.0
1975-08-04,76.4290322580645,118.0,65.0,10.0,10.0,10.0,514.0,8.3,15.273809523809524,25.0,8.2
1975-08-05,76.4290322580645,103.0,58.0,10.0,10.0,10.0,520.0,8.8,14.87452380952381,26.0,0.0
1975-08-06,76.4290322580645,100.0,53.0,9.5,9.5,9.5,502.0,8.8,14.211190476190476,24.0,0.0
1975-08-07,76.4290322580645,95.0,49.0,8.9,8.9,8.9,472.0,8.4,14.617857142857144,25.0,0.0
1975-08-08,76.4290322580645,95.0,49.0,9.1,9.1,9.1,440.0,12.0,15.371904761904762,28.0,0.0
1975-08-09,76.4290322580645,101.0,78.0,9.8,9.8,9.8,440.0,17.0,14.957380952380952,27.0,0.0
1975-08-10,76.4290322580645,108.0,88.0,9.0,9.0,9.0,435.0,13.0,15.223571428571429,30.0,0.0
1975-08-11,76.4290322580645,97.0,128.0,8.4,8.4,8.4,472.0,12.0,15.265238095238097,36.0,0.0
1975-08-12,76.4290322580645,100.0,131.0,120.0,120.0,120.0,490.0,11.0,14.46095238095238,45.0,0.0
1975-08-13,76.4290322580645,97.0,132.0,25.0,25.0,25.0,520.0,14.0,14.589761904761904,61.0,15.0
1975-08-14,76.4290322580645,96.0,117.0,15.0,15.0,15.0,562.0,15.0,14.298571428571428,61.0,124.0
1975-08-15,76.4290322580645,70.0,95.0,14.0,14.0,14.0,587.0,13.0,13.386428571428572,46.0,68.0
1975-08-16,76.4290322580645,60.0,82.0,13.0,13.0,13.0,538.0,13.0,12.76357142857143,35.0,26.0
1975-08-17,76.4290322580645,52.0,70.0,12.0,12.0,12.0,508.0,12.0,11.922380952380951,32.0,13.0
1975-08-18,76.4290322580645,45.0,63.0,11.0,11.0,11.0,466.0,11.0,12.01,30.0,6.0
1975-08-19,76.4290322580645,37.0,58.0,8.5,8.5,8.5,450.0,11.0,12.856428571428571,27.0,1.0
1975-08-20,76.4290322580645,41.0,59.0,7.9,7.9,7.9,435.0,13.0,13.027857142857142,26.0,0.0
1975-08-21,76.4290322580645,65.0,103.0,6.5,6.5,6.5,410.0,20.0,12.804761904761904,30.0,1.2
1975-08-22,76.4290322580645,66.0,137.0,7.6,7.6,7.6,395.0,19.0,12.91,32.0,27.0
1975-08-23,76.4290322580645,42.0,102.0,8.6,8.6,8.6,405.0,16.0,12.977142857142857,31.0,143.0
1975-08-24,76.4290322580645,32.0,83.0,8.6,8.6,8.6,430.0,13.0,12.95452380952381,28.0,83.0
